"Tid","Typ","Text"
"2026-03-06 19:54:54.160","Information","Sequence 22 queued"
"2026-03-06 19:54:33.091","Information","Sequence 21 queued"
"2026-03-06 19:53:53.542","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 19:53:53.471","Information","Sequence 31 start"
"2026-03-06 19:53:53.471","Information","Sequence 31 queued"
"2026-03-06 18:20:40.004","Information","Sequence 21 emptied 2 valves in 2 minutes"
"2026-03-06 18:12:52.686","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 18:12:52.686","Information","Sequence 21 start"
"2026-03-06 18:12:52.616","Information","Sequence 21 queued"
"2026-03-06 18:12:27.276","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 18:12:11.666","Generellt","Warning! High compressed air leakage"
"2026-03-06 18:12:07.606","Generellt","Alarm reset"
"2026-03-06 18:12:06.765","Generellt","Warning! High compressed air leakage"
"2026-03-06 18:12:02.636","Generellt","Alarm reset"
"2026-03-06 18:11:51.575","Generellt","Alarm from exhauster 1, error code 0"
"2026-03-06 18:11:51.575","Totalt stopp","Not enough exhausters during automatic operation of AV 0"
"2026-03-06 18:11:51.575","Generellt","Alarm from exhauster 3, error code 0"
"2026-03-06 18:11:51.575","Generellt","Warning! High compressed air leakage"
"2026-03-06 18:11:51.575","Generellt","Alarm from exhauster 2, error code 0"
"2026-03-06 18:11:47.515","Generellt","Alarm reset"
"2026-03-06 18:10:59.285","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 17:18:36.649","Information","Container 1 connected"
"2026-03-06 16:21:54.872","Information","Container 1 disconnected"
"2026-03-06 16:20:14.352","Generellt","Alarm from exhauster 3, error code 0"
"2026-03-06 16:20:14.352","Generellt","Alarm from exhauster 1, error code 0"
"2026-03-06 16:20:14.352","Generellt","Alarm from exhauster 2, error code 0"
"2026-03-06 16:20:14.281","Nödstopp","Emergency stop from compactor 1"
"2026-03-06 16:20:14.212","Nödstopp","Safety relay is not OK"
"2026-03-06 15:54:47.587","Information","Sequence 12 emptied 30 valves in 19 minutes"
"2026-03-06 15:38:55.172","Generellt","Level error on DV 28:5"
"2026-03-06 15:30:00.094","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 15:30:00.024","Information","Sequence 12 queued"
"2026-03-06 15:30:00.024","Information","Sequence 12 start"
"2026-03-06 15:16:01.637","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-06 15:09:28.657","Information","Sequence 21 queued"
"2026-03-06 15:08:49.109","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 15:08:49.039","Information","Sequence 31 start"
"2026-03-06 15:08:49.039","Information","Sequence 31 queued"
"2026-03-06 14:58:48.091","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-06 14:58:46.971","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-06 14:57:59.720","Information","Sequence 22 queued"
"2026-03-06 14:57:04.070","Information","Sequence 22 start"
"2026-03-06 14:57:02.881","Information","Sequence 11 emptied 28 valves in 21 minutes"
"2026-03-06 14:47:26.014","Generellt","Level error on DV 13:6"
"2026-03-06 14:31:36.536","Information","Sequence 22 queued"
"2026-03-06 14:30:00.077","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 14:30:00.007","Information","Sequence 11 start"
"2026-03-06 14:30:00.007","Information","Sequence 11 queued"
"2026-03-06 14:00:03.255","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-06 13:53:40.214","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 13:53:40.144","Information","Sequence 22 queued"
"2026-03-06 13:53:40.144","Information","Sequence 22 start"
"2026-03-06 13:26:04.373","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 13:25:23.983","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 13:22:12.743","Generellt","Level error on DV 24:11"
"2026-03-06 13:17:24.414","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-06 13:09:56.415","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 13:09:56.415","Information","Sequence 21 start"
"2026-03-06 13:09:56.345","Information","Sequence 21 queued"
"2026-03-06 13:09:09.375","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 13:08:56.426","Generellt","Warning! High compressed air leakage"
"2026-03-06 13:08:56.356","Information","Change to automatic operation mode"
"2026-03-06 13:08:34.867","Generellt","Alarm reset"
"2026-03-06 13:07:49.717","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 13:07:45.727","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 13:00:59.938","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 12:49:19.031","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 12:44:54.990","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 12:44:54.990","Information","Change to manual operation mode"
"2026-03-06 12:44:22.931","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 11:55:43.243","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-03-06 11:49:04.945","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 11:49:04.875","Information","Sequence 21 start"
"2026-03-06 11:49:04.875","Information","Sequence 21 queued"
"2026-03-06 11:36:41.618","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-06 11:29:04.870","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 11:29:04.870","Information","Sequence 21 start"
"2026-03-06 11:29:04.800","Information","Sequence 21 queued"
"2026-03-06 11:19:32.413","Generellt","COM error on DV 22:10"
"2026-03-06 11:14:02.502","Generellt","Warning! High compressed air leakage"
"2026-03-06 11:13:44.233","Information","Sequence 22 emptied 2 valves in 1 minutes"
"2026-03-06 11:11:38.094","Information","Sequence 22 start"
"2026-03-06 11:11:36.974","Information","Sequence 21 emptied 2 valves in 2 minutes"
"2026-03-06 11:09:04.794","Information","Sequence 21 start"
"2026-03-06 11:09:03.674","Information","Sequence 52 emptied 4 valves in 3 minutes"
"2026-03-06 11:05:52.714","Information","Sequence 52 start"
"2026-03-06 11:05:51.594","Information","Sequence 51 emptied 9 valves in 8 minutes"
"2026-03-06 11:04:43.415","Generellt","Level error on DV 3:4"
"2026-03-06 10:58:44.457","Information","Sequence 21 queued"
"2026-03-06 10:58:44.457","Information","Sequence 22 queued"
"2026-03-06 10:58:22.757","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 10:57:44.397","Information","Change to automatic operation mode"
"2026-03-06 10:47:19.369","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 10:46:53.329","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 10:45:41.580","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 10:33:30.853","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 10:31:28.142","Generellt","Alarm reset"
"2026-03-06 10:31:24.084","Generellt","Alarm reset"
"2026-03-06 10:31:10.642","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 10:30:00.012","Information","Sequence 51 start"
"2026-03-06 10:30:00.012","Information","Sequence 51 queued"
"2026-03-06 10:30:00.012","Information","Sequence 52 queued"
"2026-03-06 10:26:51.783","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 10:23:58.745","Generellt","Alarm reset"
"2026-03-06 10:23:49.295","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 10:23:02.043","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 10:19:33.796","Generellt","Alarm reset"
"2026-03-06 10:19:27.636","Generellt","Alarm reset"
"2026-03-06 10:18:40.454","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 10:16:09.118","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 10:10:56.638","Generellt","Alarm reset"
"2026-03-06 10:10:48.168","Nödstopp","Stop button on operator panel pressed"
"2026-03-06 10:10:44.108","Generellt","Alarm reset"
"2026-03-06 10:10:40.748","Nödstopp","Stop button on operator panel pressed"
"2026-03-06 10:10:36.688","Generellt","Alarm reset"
"2026-03-06 10:10:23.668","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 09:42:13.455","Nödstopp","Stop button on operator panel pressed"
"2026-03-06 09:42:09.395","Generellt","Alarm reset"
"2026-03-06 09:39:38.614","Information","AV 24 unblocked by operator"
"2026-03-06 09:37:55.436","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-06 09:37:55.436","Nödstopp","Stop button on operator panel pressed"
"2026-03-06 09:15:45.021","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 09:10:19.662","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 09:07:29.354","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 08:55:06.935","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 08:54:30.046","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 08:54:26.826","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 08:53:54.487","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 08:52:36.015","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 08:51:34.906","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 08:45:23.138","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 08:17:10.264","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 08:17:10.264","Information","Change to manual operation mode"
"2026-03-06 07:49:56.332","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-06 07:45:13.602","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-06 06:18:49.212","Generellt","SESAM communication error"
"2026-03-06 03:37:45.749","Information","Sequence 42 emptied 2 valves in 2 minutes"
"2026-03-06 03:30:00.110","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 03:30:00.040","Information","Sequence 42 queued"
"2026-03-06 03:30:00.040","Information","Sequence 42 start"
"2026-03-06 02:46:47.390","Information","Sequence 41 emptied 9 valves in 11 minutes"
"2026-03-06 02:39:26.672","Generellt","DV 13:12 failed to open"
"2026-03-06 02:30:00.094","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 02:30:00.024","Information","Sequence 41 queued"
"2026-03-06 02:30:00.024","Information","Sequence 41 start"
"2026-03-06 00:46:33.008","Information","Sequence 9 emptied 0 valves in 6 minutes"
"2026-03-06 00:35:00.081","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-06 00:35:00.011","Information","Sequence 9 start"
"2026-03-06 00:35:00.011","Information","Sequence 9 queued"
"2026-03-05 19:44:11.599","Information","Sequence 21 emptied 1 valves in 4 minutes"
"2026-03-05 19:34:40.402","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 19:34:40.402","Information","Sequence 21 start"
"2026-03-05 19:34:40.332","Information","Sequence 21 queued"
"2026-03-05 15:53:58.272","Generellt","Warning! High compressed air leakage"
"2026-03-05 15:53:40.001","Information","Sequence 12 emptied 9 valves in 8 minutes"
"2026-03-05 15:48:56.504","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-05 15:45:21.114","Information","Sequence 12 start"
"2026-03-05 15:45:19.925","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-05 15:43:39.964","Information","Sequence 22 start"
"2026-03-05 15:43:39.895","Generellt","Level error on DV 4:3"
"2026-03-05 15:43:38.775","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-03-05 15:43:38.635","Kritiskt","SE 1 blocked by open valve"
"2026-03-05 15:43:38.635","Kritiskt","DV 21:5 failed to close"
"2026-03-05 15:42:18.276","Information","Change to automatic operation mode"
"2026-03-05 15:40:10.735","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-05 15:39:38.605","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-05 15:37:32.957","Information","Sequence 31 start"
"2026-03-05 15:37:28.827","Generellt","Alarm reset"
"2026-03-05 15:32:04.306","Information","Change to manual operation mode"
"2026-03-05 15:32:04.306","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 15:31:43.167","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-05 15:30:00.058","Information","Sequence 12 queued"
"2026-03-05 15:14:54.260","Information","Sequence 22 queued"
"2026-03-05 15:08:13.304","Kritiskt","SE 1 blocked by open valve"
"2026-03-05 15:08:13.234","Kritiskt","DV 21:5 failed to close"
"2026-03-05 15:06:51.893","Information","Exhauster 1 DC warning"
"2026-03-05 15:06:51.824","Information","Sequence 11 emptied 1 valves in 1 minutes"
"2026-03-05 15:06:51.824","Generellt","Alarm from exhauster 1, error code 0"
"2026-03-05 15:06:51.824","Totalt stopp","Not enough exhausters during automatic operation of AV 0"
"2026-03-05 15:00:00.085","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 15:00:00.015","Information","Sequence 11 start"
"2026-03-05 14:59:17.596","Information","Sequence 21 queued"
"2026-03-05 14:58:37.976","Information","Sequence 31 queued"
"2026-03-05 14:54:23.456","Generellt","Warning! High compressed air leakage"
"2026-03-05 14:54:23.387","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-05 14:54:22.267","Information","Sequence 11 emptied 26 valves in 19 minutes"
"2026-03-05 14:54:21.147","Information","Sequence 11 queued"
"2026-03-05 14:53:16.466","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-05 14:52:49.586","Generellt","Alarm reset"
"2026-03-05 14:50:27.768","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-05 14:43:04.599","Generellt","DV 13:12 failed to open"
"2026-03-05 14:30:00.113","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 14:30:00.043","Information","Sequence 11 start"
"2026-03-05 14:30:00.043","Information","Sequence 11 queued"
"2026-03-05 12:26:12.090","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-03-05 12:18:57.673","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 12:18:57.603","Information","Sequence 22 queued"
"2026-03-05 12:18:57.603","Information","Sequence 22 start"
"2026-03-05 11:57:12.528","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-05 11:49:56.710","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 11:49:56.710","Information","Sequence 21 start"
"2026-03-05 11:49:56.640","Information","Sequence 21 queued"
"2026-03-05 11:36:58.103","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-05 11:29:57.683","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 11:29:57.614","Information","Sequence 22 queued"
"2026-03-05 11:29:57.614","Information","Sequence 22 start"
"2026-03-05 11:22:54.466","Information","Sequence 53 emptied 8 valves in 5 minutes"
"2026-03-05 11:17:33.516","Information","Sequence 53 start"
"2026-03-05 11:17:32.326","Information","Sequence 52 emptied 5 valves in 3 minutes"
"2026-03-05 11:13:26.837","Information","Sequence 52 start"
"2026-03-05 11:13:25.647","Information","Sequence 51 emptied 7 valves in 8 minutes"
"2026-03-05 11:00:00.091","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 11:00:00.020","Information","Sequence 51 start"
"2026-03-05 10:41:36.476","Information","Sequence 21 queued"
"2026-03-05 10:41:13.165","Generellt","Warning! High compressed air leakage"
"2026-03-05 10:41:09.036","Generellt","Alarm reset"
"2026-03-05 10:40:56.506","Information","Sequence 31 queued"
"2026-03-05 10:40:55.526","Kritiskt","At least one valve or inlet is blocked by operator"
"2026-03-05 10:40:55.526","Information","AV 24 blocked by operator"
"2026-03-05 10:40:36.556","Generellt","Warning! High compressed air leakage"
"2026-03-05 10:40:36.486","Information","Change to automatic operation mode"
"2026-03-05 10:40:34.035","Nödstopp","Stop button on operator panel pressed"
"2026-03-05 10:40:29.906","Generellt","Alarm reset"
"2026-03-05 10:31:00.036","Information","Sequence 53 queued"
"2026-03-05 10:30:00.047","Information","Sequence 52 queued"
"2026-03-05 10:30:00.047","Information","Sequence 51 queued"
"2026-03-05 10:28:48.929","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-05 10:28:48.929","Nödstopp","Stop button on operator panel pressed"
"2026-03-05 10:24:28.740","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-05 10:13:02.461","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-05 10:10:53.383","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-05 10:09:53.326","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 10:09:53.326","Information","Change to manual operation mode"
"2026-03-05 10:09:45.063","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-05 08:53:30.720","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-03-05 08:44:58.253","Information","Sequence 21 start"
"2026-03-05 08:44:58.253","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 08:44:58.183","Information","Sequence 21 queued"
"2026-03-05 08:18:01.259","Generellt","SESAM communication error"
"2026-03-05 08:06:25.532","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-05 07:59:18.043","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 07:59:17.973","Information","Sequence 31 start"
"2026-03-05 07:59:17.973","Information","Sequence 31 queued"
"2026-03-05 07:37:20.298","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-05 07:30:46.201","Information","Sequence 21 queued"
"2026-03-05 07:30:06.649","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 07:30:06.579","Information","Sequence 31 queued"
"2026-03-05 07:30:06.579","Information","Sequence 31 start"
"2026-03-05 07:08:54.404","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-05 07:07:32.925","Information","Sequence 22 start"
"2026-03-05 07:07:31.735","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-05 07:01:00.016","Information","Sequence 22 queued"
"2026-03-05 07:01:00.016","Information","Sequence 21 queued"
"2026-03-05 07:00:20.116","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 07:00:20.046","Information","Sequence 31 queued"
"2026-03-05 07:00:20.046","Information","Sequence 31 start"
"2026-03-05 06:21:59.365","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-05 06:20:16.885","Generellt","Warning! High compressed air leakage"
"2026-03-05 06:20:16.885","Generellt","Level error on DV 21:5"
"2026-03-05 06:20:12.826","Generellt","Alarm reset"
"2026-03-05 06:20:00.436","Information","Change to automatic operation mode"
"2026-03-05 06:16:59.907","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 06:16:59.907","Information","Change to manual operation mode"
"2026-03-05 06:16:16.017","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-05 03:39:01.104","Information","Sequence 42 emptied 5 valves in 3 minutes"
"2026-03-05 03:30:00.076","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 03:30:00.005","Information","Sequence 42 start"
"2026-03-05 03:30:00.005","Information","Sequence 42 queued"
"2026-03-05 03:14:31.810","Information","Sequence 41 emptied 7 valves in 9 minutes"
"2026-03-05 03:13:51.980","Kritiskt","SE 1 blocked by open valve"
"2026-03-05 03:12:31.688","Generellt","DV 21:5 blocked by low airspeed"
"2026-03-05 03:00:00.102","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 03:00:00.032","Information","Sequence 41 start"
"2026-03-05 02:52:27.135","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-05 02:52:26.015","Information","Sequence 41 emptied 15 valves in 17 minutes"
"2026-03-05 02:50:25.825","Generellt","DV 24:11 blocked by low airspeed"
"2026-03-05 02:49:57.965","Information","Sequence 41 queued"
"2026-03-05 02:30:00.129","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 02:30:00.060","Information","Sequence 41 queued"
"2026-03-05 02:30:00.060","Information","Sequence 41 start"
"2026-03-05 01:11:41.117","Information","Sequence 3 emptied 10 valves in 6 minutes"
"2026-03-05 01:00:00.070","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 01:00:00.001","Information","Sequence 3 start"
"2026-03-05 00:58:50.840","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-05 00:58:49.720","Information","Sequence 3 emptied 40 valves in 18 minutes"
"2026-03-05 00:57:25.021","Information","Sequence 3 queued"
"2026-03-05 00:35:00.117","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-05 00:35:00.047","Information","Sequence 3 start"
"2026-03-05 00:35:00.047","Information","Sequence 3 queued"
"2026-03-04 20:13:36.242","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-04 20:07:13.903","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 20:07:13.834","Information","Sequence 22 queued"
"2026-03-04 20:07:13.834","Information","Sequence 22 start"
"2026-03-04 18:42:15.542","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-03-04 18:35:42.424","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 18:35:42.354","Information","Sequence 22 queued"
"2026-03-04 18:35:42.354","Information","Sequence 22 start"
"2026-03-04 18:18:34.058","Information","Sequence 23 emptied 1 valves in 2 minutes"
"2026-03-04 18:11:18.731","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 18:11:18.731","Information","Sequence 23 start"
"2026-03-04 18:11:18.661","Information","Sequence 23 queued"
"2026-03-04 17:52:27.814","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-03-04 17:45:41.466","Information","Sequence 21 start"
"2026-03-04 17:45:41.466","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 17:45:41.396","Information","Sequence 21 queued"
"2026-03-04 16:23:16.196","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-04 16:16:41.117","Information","Sequence 21 queued"
"2026-03-04 16:16:01.567","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 16:16:01.497","Information","Sequence 31 start"
"2026-03-04 16:16:01.497","Information","Sequence 31 queued"
"2026-03-04 15:41:47.705","Information","Sequence 12 emptied 10 valves in 6 minutes"
"2026-03-04 15:30:00.077","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 15:30:00.007","Information","Sequence 12 queued"
"2026-03-04 15:30:00.007","Information","Sequence 12 start"
"2026-03-04 15:03:55.654","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-04 14:57:22.536","Information","Sequence 21 queued"
"2026-03-04 14:56:42.985","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 14:56:42.915","Information","Sequence 31 queued"
"2026-03-04 14:56:42.915","Information","Sequence 31 start"
"2026-03-04 14:51:23.507","Information","Sequence 11 emptied 18 valves in 16 minutes"
"2026-03-04 14:49:21.287","Generellt","Level error on DV 21:5"
"2026-03-04 14:42:34.659","Generellt","DV 13:12 failed to open"
"2026-03-04 14:30:00.131","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 14:30:00.062","Information","Sequence 11 queued"
"2026-03-04 14:30:00.062","Information","Sequence 11 start"
"2026-03-04 14:08:39.207","Information","Container 2 connected"
"2026-03-04 13:55:24.570","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-03-04 13:48:31.922","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 13:48:31.922","Information","Sequence 21 start"
"2026-03-04 13:48:31.852","Information","Sequence 21 queued"
"2026-03-04 11:46:08.250","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-04 11:39:37.582","Information","Sequence 21 queued"
"2026-03-04 11:38:58.031","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 11:38:57.961","Information","Sequence 31 queued"
"2026-03-04 11:38:57.961","Information","Sequence 31 start"
"2026-03-04 10:44:51.864","Information","Sequence 52 emptied 3 valves in 2 minutes"
"2026-03-04 10:42:02.745","Information","Sequence 52 start"
"2026-03-04 10:42:01.554","Information","Sequence 51 emptied 5 valves in 6 minutes"
"2026-03-04 10:30:00.137","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 10:30:00.068","Information","Sequence 51 queued"
"2026-03-04 10:30:00.068","Information","Sequence 52 queued"
"2026-03-04 10:30:00.068","Information","Sequence 51 start"
"2026-03-04 10:29:13.517","Information","Sequence 31 emptied 1 valves in 3 minutes"
"2026-03-04 10:21:34.600","Information","Sequence 21 queued"
"2026-03-04 10:20:55.050","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 10:20:54.980","Information","Sequence 31 queued"
"2026-03-04 10:20:54.980","Information","Sequence 31 start"
"2026-03-04 10:13:28.311","Information","Container 2 disconnected"
"2026-03-04 10:04:05.583","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-04 09:56:41.576","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 09:56:41.576","Information","Sequence 21 start"
"2026-03-04 09:56:41.506","Information","Sequence 21 queued"
"2026-03-04 08:08:49.261","Information","Sequence 21 emptied 2 valves in 2 minutes"
"2026-03-04 08:05:25.911","Information","Sequence 31 queued"
"2026-03-04 08:01:01.102","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 08:01:01.102","Information","Sequence 21 start"
"2026-03-04 08:01:01.032","Information","Sequence 21 queued"
"2026-03-04 07:07:32.314","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-03-04 07:01:00.035","Information","Sequence 21 queued"
"2026-03-04 07:00:20.136","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 07:00:20.066","Information","Sequence 31 queued"
"2026-03-04 07:00:20.066","Information","Sequence 31 start"
"2026-03-04 06:58:54.527","Information","Remote connection 0 (0=off, 1=on)"
"2026-03-04 06:58:45.357","Generellt","Warning! High compressed air leakage"
"2026-03-04 06:58:45.287","Information","Change to automatic operation mode"
"2026-03-04 06:58:45.287","Generellt","Level error on DV 13:12"
"2026-03-04 06:58:23.377","Generellt","Alarm reset"
"2026-03-04 06:57:28.986","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 06:57:28.986","Information","Change to manual operation mode"
"2026-03-04 06:52:56.828","Information","Remote connection 1 (0=off, 1=on)"
"2026-03-04 03:44:16.191","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-03-04 03:44:15.072","Information","Sequence 42 emptied 9 valves in 9 minutes"
"2026-03-04 03:41:53.602","Information","Sequence 42 queued"
"2026-03-04 03:30:00.094","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 03:30:00.024","Information","Sequence 42 start"
"2026-03-04 03:30:00.024","Information","Sequence 42 queued"
"2026-03-04 03:18:42.707","Generellt","Level error on DV 24:11"
"2026-03-04 03:16:54.839","Information","Sequence 41 emptied 12 valves in 10 minutes"
"2026-03-04 03:01:34.201","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 03:01:34.134","Information","Sequence 41 start"
"2026-03-04 03:01:33.012","Information","Sequence 41 emptied 22 valves in 26 minutes"
"2026-03-04 02:58:50.332","Information","Sequence 41 queued"
"2026-03-04 02:54:22.233","Generellt","DV 13:12 failed to open"
"2026-03-04 02:30:00.078","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-04 02:30:00.008","Information","Sequence 41 start"
"2026-03-04 02:30:00.008","Information","Sequence 41 queued"
"2026-03-04 02:12:42.333","Generellt","COM error on DV 22:4"
"2026-03-03 19:19:15.550","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-03-03 19:11:39.081","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 19:11:39.081","Information","Sequence 21 start"
"2026-03-03 19:11:39.011","Information","Sequence 21 queued"
"2026-03-03 19:09:46.101","Information","Sequence 22 emptied 2 valves in 4 minutes"
"2026-03-03 19:00:04.054","Information","Compressor is building pressure and this can take a few minutes"
"2026-03-03 19:00:03.984","Information","Sequence 22 start"
"2026-03-03 19:00:03.984","Information","Sequence 22 queued"
