"Tid","Typ","Text"
"2026-02-19 06:51:53.471","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-19 06:51:47.099","Generellt","Warning! High compressed air leakage"
"2026-02-19 06:51:47.029","Information","Change to automatic operation mode"
"2026-02-19 06:51:27.639","Generellt","Alarm reset"
"2026-02-19 06:51:00.128","Information","Change to manual operation mode"
"2026-02-19 06:51:00.128","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-19 06:50:03.780","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-19 03:38:11.415","Information","Sequence 42 emptied 3 valves in 3 minutes"
"2026-02-19 03:30:00.086","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-19 03:30:00.015","Information","Sequence 42 queued"
"2026-02-19 03:30:00.015","Information","Sequence 42 start"
"2026-02-19 02:47:00.877","Information","Sequence 41 emptied 9 valves in 11 minutes"
"2026-02-19 02:30:00.070","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-19 02:30:00.000","Information","Sequence 41 start"
"2026-02-19 02:30:00.000","Information","Sequence 41 queued"
"2026-02-19 01:01:29.821","Information","Sequence 3 emptied 45 valves in 21 minutes"
"2026-02-19 01:01:29.751","Kritiskt","DV 8:5 failed to close"
"2026-02-19 01:01:29.751","Kritiskt","SE 1 blocked by open valve"
"2026-02-19 00:43:58.704","Generellt","Level error on DV 28:13"
"2026-02-19 00:35:00.126","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-19 00:35:00.057","Information","Sequence 3 start"
"2026-02-19 00:35:00.057","Information","Sequence 3 queued"
"2026-02-18 19:50:22.993","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-18 19:43:34.195","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 19:43:34.125","Information","Sequence 21 start"
"2026-02-18 19:43:34.125","Information","Sequence 21 queued"
"2026-02-18 18:38:38.008","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-18 18:31:38.711","Information","Sequence 22 start"
"2026-02-18 18:31:38.711","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 18:31:38.641","Information","Sequence 22 queued"
"2026-02-18 16:44:17.406","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-18 16:37:18.037","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 16:37:18.037","Information","Sequence 22 start"
"2026-02-18 16:37:17.967","Information","Sequence 22 queued"
"2026-02-18 16:09:07.614","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-18 16:02:38.976","Information","Sequence 21 queued"
"2026-02-18 16:01:59.356","Information","Sequence 31 start"
"2026-02-18 16:01:59.356","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 16:01:59.286","Information","Sequence 31 queued"
"2026-02-18 15:44:50.430","Information","Sequence 12 emptied 15 valves in 9 minutes"
"2026-02-18 15:42:45.481","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-18 15:42:18.320","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-18 15:30:00.104","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 15:30:00.034","Information","Sequence 12 queued"
"2026-02-18 15:30:00.034","Information","Sequence 12 start"
"2026-02-18 15:14:13.917","Information","Sequence 31 emptied 1 valves in 4 minutes"
"2026-02-18 15:05:27.589","Information","Sequence 21 queued"
"2026-02-18 15:04:45.869","Information","Sequence 31 start"
"2026-02-18 15:04:45.869","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 15:04:45.799","Information","Sequence 31 queued"
"2026-02-18 14:59:35.841","Information","Sequence 11 emptied 21 valves in 24 minutes"
"2026-02-18 14:30:00.087","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 14:30:00.017","Information","Sequence 11 start"
"2026-02-18 14:30:00.017","Information","Sequence 11 queued"
"2026-02-18 13:30:13.791","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-18 13:28:43.491","Information","Sequence 22 start"
"2026-02-18 13:28:42.301","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-02-18 13:27:40.212","Information","Sequence 22 queued"
"2026-02-18 13:20:23.482","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 13:20:23.412","Information","Sequence 21 queued"
"2026-02-18 13:20:23.412","Information","Sequence 21 start"
"2026-02-18 12:59:28.039","Information","Sequence 23 emptied 1 valves in 3 minutes"
"2026-02-18 12:55:33.259","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-18 12:51:10.621","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-18 12:51:10.061","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 12:51:09.990","Information","Sequence 23 start"
"2026-02-18 12:51:09.990","Information","Sequence 23 queued"
"2026-02-18 12:50:09.230","Information","Container 2 connected"
"2026-02-18 12:13:37.119","Generellt","Warning! High compressed air leakage"
"2026-02-18 12:13:19.198","Information","Sequence 21 emptied 2 valves in 5 minutes"
"2026-02-18 12:07:50.271","Information","Sequence 21 start"
"2026-02-18 12:07:49.081","Information","Sequence 52 emptied 3 valves in 2 minutes"
"2026-02-18 12:00:40.332","Generellt","Alarm reset"
"2026-02-18 12:00:00.082","Information","Sequence 52 start"
"2026-02-18 12:00:00.082","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 11:51:40.074","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-18 11:51:17.744","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-18 11:34:49.768","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-18 11:34:49.768","Generellt","Warning! High compressed air leakage"
"2026-02-18 11:34:48.648","Information","Sequence 51 emptied 9 valves in 14 minutes"
"2026-02-18 11:34:42.068","Information","Sequence 51 queued"
"2026-02-18 11:27:11.340","Kritiskt","SE 2 blocked by open valve"
"2026-02-18 11:27:11.340","Kritiskt","DV 22:4 failed to close"
"2026-02-18 11:21:34.921","Information","Sequence 22 queued"
"2026-02-18 11:21:34.921","Information","Sequence 21 queued"
"2026-02-18 11:20:54.954","Information","Sequence 31 queued"
"2026-02-18 11:20:34.932","Information","Change to automatic operation mode"
"2026-02-18 11:14:32.053","Information","Change to manual operation mode"
"2026-02-18 11:14:27.782","Information","Change to automatic operation mode"
"2026-02-18 11:14:25.193","Information","Sequence 51 start"
"2026-02-18 11:14:25.193","Generellt","Alarm reset"
"2026-02-18 11:14:21.063","Generellt","Alarm reset"
"2026-02-18 10:43:17.460","Information","Container 2 disconnected"
"2026-02-18 10:30:00.022","Information","Sequence 51 queued"
"2026-02-18 10:30:00.022","Information","Sequence 52 queued"
"2026-02-18 08:32:09.770","Information","Exhauster 1 DC warning"
"2026-02-18 08:32:09.490","Nödstopp","Stop button on operator panel pressed"
"2026-02-18 08:31:59.691","Information","Exhauster 3 DC warning"
"2026-02-18 08:31:57.660","Information","Exhauster 2 DC warning"
"2026-02-18 08:02:36.047","Generellt","Alarm reset"
"2026-02-18 07:54:04.489","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-18 07:51:19.570","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-18 07:38:16.693","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-18 07:38:07.803","Nödstopp","Stop button on operator panel pressed"
"2026-02-18 07:26:59.795","Information","Change to manual operation mode"
"2026-02-18 07:26:59.795","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 07:26:51.605","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-18 07:07:39.340","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-18 07:00:59.991","Information","Sequence 21 queued"
"2026-02-18 07:00:20.092","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 07:00:20.022","Information","Sequence 31 start"
"2026-02-18 07:00:20.022","Information","Sequence 31 queued"
"2026-02-18 06:56:33.853","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-18 06:56:27.623","Information","Change to automatic operation mode"
"2026-02-18 06:51:49.585","Information","Change to manual operation mode"
"2026-02-18 06:51:49.585","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 06:51:04.784","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-18 04:06:50.345","Information","Sequence 42 emptied 1 valves in 1 minutes"
"2026-02-18 04:00:00.075","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 04:00:00.005","Information","Sequence 42 start"
"2026-02-18 03:39:31.230","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-18 03:39:30.110","Information","Sequence 42 emptied 6 valves in 4 minutes"
"2026-02-18 03:37:59.111","Information","Sequence 42 queued"
"2026-02-18 03:30:00.103","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 03:30:00.032","Information","Sequence 42 queued"
"2026-02-18 03:30:00.032","Information","Sequence 42 start"
"2026-02-18 03:16:11.587","Information","Sequence 41 emptied 3 valves in 8 minutes"
"2026-02-18 03:02:20.480","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 03:02:20.480","Information","Sequence 41 start"
"2026-02-18 03:02:19.289","Information","Sequence 41 emptied 13 valves in 27 minutes"
"2026-02-18 03:01:11.948","Generellt","Level error on DV 3:7"
"2026-02-18 02:58:22.341","Kritiskt","DV 16:5 failed to close"
"2026-02-18 02:58:22.341","Kritiskt","SE 2 blocked by open valve"
"2026-02-18 02:57:15.211","Information","Sequence 41 queued"
"2026-02-18 02:30:00.086","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-18 02:30:00.016","Information","Sequence 41 start"
"2026-02-18 02:30:00.016","Information","Sequence 41 queued"
"2026-02-17 20:49:48.097","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-02-17 20:41:04.219","Information","Sequence 21 start"
"2026-02-17 20:41:04.219","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 20:41:04.149","Information","Sequence 21 queued"
"2026-02-17 20:29:04.060","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-17 20:21:04.212","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 20:21:04.142","Information","Sequence 21 queued"
"2026-02-17 20:21:04.142","Information","Sequence 21 start"
"2026-02-17 19:53:52.870","Information","Container 1 connected"
"2026-02-17 19:06:30.951","Information","Container 1 disconnected"
"2026-02-17 18:17:10.032","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-17 18:09:38.744","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 18:09:38.744","Information","Sequence 22 start"
"2026-02-17 18:09:38.674","Information","Sequence 22 queued"
"2026-02-17 17:12:48.637","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-17 17:06:19.788","Information","Sequence 21 queued"
"2026-02-17 17:05:40.169","Information","Sequence 31 start"
"2026-02-17 17:05:40.169","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 17:05:40.099","Information","Sequence 31 queued"
"2026-02-17 16:25:35.607","Information","Sequence 22 emptied 1 valves in 2 minutes"
"2026-02-17 16:18:12.370","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 16:18:12.370","Information","Sequence 22 start"
"2026-02-17 16:18:12.300","Information","Sequence 22 queued"
"2026-02-17 15:59:55.263","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-17 15:52:58.276","Information","Sequence 22 start"
"2026-02-17 15:52:58.276","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 15:52:58.206","Information","Sequence 22 queued"
"2026-02-17 15:41:24.017","Generellt","Warning! High compressed air leakage"
"2026-02-17 15:41:05.747","Information","Sequence 12 emptied 6 valves in 5 minutes"
"2026-02-17 15:37:53.598","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-17 15:37:30.217","Generellt","Alarm reset"
"2026-02-17 15:36:10.349","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-17 15:30:00.120","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 15:30:00.051","Information","Sequence 12 start"
"2026-02-17 15:30:00.051","Information","Sequence 12 queued"
"2026-02-17 15:11:41.683","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-02-17 15:08:12.316","Information","Sequence 21 queued"
"2026-02-17 15:04:34.197","Information","Sequence 31 start"
"2026-02-17 15:04:34.197","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 15:04:34.127","Information","Sequence 31 queued"
"2026-02-17 15:00:54.957","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-17 14:59:31.098","Information","Sequence 22 start"
"2026-02-17 14:59:29.908","Information","Sequence 11 emptied 24 valves in 24 minutes"
"2026-02-17 14:42:06.912","Generellt","Level error on DV 9:8"
"2026-02-17 14:35:20.424","Information","Sequence 22 queued"
"2026-02-17 14:30:00.105","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 14:30:00.035","Information","Sequence 11 queued"
"2026-02-17 14:30:00.035","Information","Sequence 11 start"
"2026-02-17 13:57:40.621","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-02-17 13:51:14.434","Information","Sequence 21 queued"
"2026-02-17 13:50:34.815","Information","Sequence 31 start"
"2026-02-17 13:50:34.815","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 13:50:34.743","Information","Sequence 31 queued"
"2026-02-17 13:24:49.570","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-17 13:17:23.811","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 13:17:23.742","Information","Sequence 21 queued"
"2026-02-17 13:17:23.742","Information","Sequence 21 start"
"2026-02-17 13:03:12.894","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-02-17 12:56:44.747","Information","Sequence 21 queued"
"2026-02-17 12:56:05.127","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 12:56:05.127","Information","Sequence 31 start"
"2026-02-17 12:56:05.057","Information","Sequence 31 queued"
"2026-02-17 10:49:35.686","Information","Sequence 52 emptied 5 valves in 3 minutes"
"2026-02-17 10:45:30.967","Information","Sequence 52 start"
"2026-02-17 10:45:29.776","Information","Sequence 51 emptied 9 valves in 10 minutes"
"2026-02-17 10:38:25.929","Generellt","Level error on DV 10:6"
"2026-02-17 10:30:00.111","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 10:30:00.040","Information","Sequence 52 queued"
"2026-02-17 10:30:00.040","Information","Sequence 51 queued"
"2026-02-17 10:30:00.040","Information","Sequence 51 start"
"2026-02-17 09:20:00.547","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-17 09:13:35.198","Information","Sequence 21 queued"
"2026-02-17 09:12:53.478","Information","Sequence 31 start"
"2026-02-17 09:12:53.478","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 09:12:53.408","Information","Sequence 31 queued"
"2026-02-17 07:59:54.716","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-02-17 07:53:28.317","Information","Sequence 21 queued"
"2026-02-17 07:52:48.696","Information","Sequence 31 start"
"2026-02-17 07:52:48.696","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 07:52:48.626","Information","Sequence 31 queued"
"2026-02-17 07:44:23.228","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-17 07:37:55.921","Information","Sequence 21 queued"
"2026-02-17 07:37:16.301","Information","Sequence 31 start"
"2026-02-17 07:37:16.301","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 07:37:16.231","Information","Sequence 31 queued"
"2026-02-17 07:07:27.878","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-02-17 07:01:00.008","Information","Sequence 21 queued"
"2026-02-17 07:00:20.109","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 07:00:20.039","Information","Sequence 31 queued"
"2026-02-17 07:00:20.039","Information","Sequence 31 start"
"2026-02-17 06:32:56.306","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-17 06:32:46.086","Generellt","Warning! High compressed air leakage"
"2026-02-17 06:32:42.025","Generellt","Alarm reset"
"2026-02-17 06:32:01.987","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-17 03:45:48.985","Information","Sequence 42 emptied 15 valves in 10 minutes"
"2026-02-17 03:30:00.138","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 03:30:00.067","Information","Sequence 42 queued"
"2026-02-17 03:30:00.067","Information","Sequence 42 start"
"2026-02-17 02:47:52.867","Information","Sequence 41 emptied 11 valves in 12 minutes"
"2026-02-17 02:39:07.099","Generellt","Level error on DV 29:19"
"2026-02-17 02:30:00.122","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-17 02:30:00.051","Information","Sequence 41 start"
"2026-02-17 02:30:00.051","Information","Sequence 41 queued"
"2026-02-16 20:53:53.690","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-16 20:45:57.341","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 20:45:57.271","Information","Sequence 21 queued"
"2026-02-16 20:45:57.271","Information","Sequence 21 start"
"2026-02-16 17:26:04.009","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-16 17:19:10.589","Information","Sequence 22 start"
"2026-02-16 17:19:10.589","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 17:19:10.520","Information","Sequence 22 queued"
"2026-02-16 16:12:54.397","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-16 16:05:36.617","Information","Sequence 21 start"
"2026-02-16 16:05:36.617","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 16:05:36.547","Information","Sequence 21 queued"
"2026-02-16 15:47:45.272","Information","Sequence 21 emptied 1 valves in 2 minutes"
"2026-02-16 15:45:36.540","Information","Sequence 21 start"
"2026-02-16 15:45:35.420","Information","Sequence 31 emptied 1 valves in 1 minutes"
"2026-02-16 15:43:50.143","Information","Sequence 31 start"
"2026-02-16 15:43:48.953","Information","Sequence 12 emptied 10 valves in 8 minutes"
"2026-02-16 15:33:28.545","Information","Sequence 21 queued"
"2026-02-16 15:32:48.855","Information","Sequence 31 queued"
"2026-02-16 15:30:00.085","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 15:30:00.015","Information","Sequence 12 queued"
"2026-02-16 15:30:00.015","Information","Sequence 12 start"
"2026-02-16 15:08:37.621","Information","Sequence 11 emptied 1 valves in 3 minutes"
"2026-02-16 15:01:24.952","Information","Sequence 21 queued"
"2026-02-16 15:00:45.263","Information","Sequence 31 queued"
"2026-02-16 15:00:04.103","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 15:00:04.033","Information","Sequence 11 start"
"2026-02-16 15:00:02.913","Information","Sequence 11 emptied 23 valves in 24 minutes"
"2026-02-16 14:57:44.452","Information","Sequence 11 queued"
"2026-02-16 14:35:35.507","Information","Sequence 11 start"
"2026-02-16 14:35:34.317","Information","Sequence 21 emptied 1 valves in 1 minutes"
"2026-02-16 14:30:00.000","Information","Sequence 11 queued"
"2026-02-16 14:28:47.830","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 14:28:47.760","Information","Sequence 21 start"
"2026-02-16 14:28:47.760","Information","Sequence 21 queued"
"2026-02-16 14:21:50.142","Information","Sequence 31 emptied 2 valves in 2 minutes"
"2026-02-16 14:15:07.642","Information","Sequence 21 queued"
"2026-02-16 14:14:27.672","Information","Sequence 31 start"
"2026-02-16 14:14:27.672","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 14:14:27.602","Information","Sequence 31 queued"
"2026-02-16 14:14:17.872","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 14:14:07.652","Generellt","Warning! High compressed air leakage"
"2026-02-16 14:14:07.582","Information","Change to automatic operation mode"
"2026-02-16 14:13:55.683","Generellt","Alarm reset"
"2026-02-16 14:03:44.796","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 13:55:43.198","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 13:55:31.018","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 13:55:29.058","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 13:51:05.299","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 13:47:39.920","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 13:42:06.441","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 13:20:21.086","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 13:15:10.777","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 13:00:45.861","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 13:00:45.861","Information","Change to manual operation mode"
"2026-02-16 12:45:33.203","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 12:27:29.187","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 12:18:41.949","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-16 12:17:18.300","Information","Sequence 22 start"
"2026-02-16 12:17:17.111","Information","Sequence 53 emptied 8 valves in 4 minutes"
"2026-02-16 12:12:24.232","Information","Sequence 53 start"
"2026-02-16 12:12:23.112","Information","Sequence 52 emptied 3 valves in 2 minutes"
"2026-02-16 12:10:13.261","Information","Sequence 52 start"
"2026-02-16 12:10:12.071","Information","Sequence 51 emptied 4 valves in 5 minutes"
"2026-02-16 12:00:00.134","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 12:00:00.064","Information","Sequence 51 start"
"2026-02-16 11:58:21.365","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 11:28:40.222","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 11:22:30.272","Nödstopp","Average power during last hour have been higher than 30 kW. System will pause further operation until next calendar hour"
"2026-02-16 11:22:30.272","Generellt","Warning! High compressed air leakage"
"2026-02-16 11:22:29.152","Information","Sequence 51 emptied 6 valves in 11 minutes"
"2026-02-16 11:19:45.564","Information","Sequence 51 queued"
"2026-02-16 11:14:09.214","Generellt","Level error on DV 10:6"
"2026-02-16 11:12:19.036","Information","Sequence 21 queued"
"2026-02-16 11:12:19.036","Information","Sequence 22 queued"
"2026-02-16 11:11:50.546","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 11:11:39.066","Information","Sequence 31 queued"
"2026-02-16 11:11:31.366","Generellt","Alarm reset"
"2026-02-16 11:11:19.046","Information","Change to automatic operation mode"
"2026-02-16 11:11:16.246","Information","Change to manual operation mode"
"2026-02-16 11:11:11.486","Information","Change to automatic operation mode"
"2026-02-16 11:09:50.425","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 11:05:08.326","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 11:03:56.019","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:58:45.919","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:58:06.719","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:58:05.739","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:57:45.579","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:46:16.502","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 10:45:56.132","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:45:33.032","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:38:45.144","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:37:04.274","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:32:56.895","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:31:00.065","Information","Sequence 53 queued"
"2026-02-16 10:30:00.005","Information","Sequence 51 queued"
"2026-02-16 10:30:00.005","Information","Sequence 51 start"
"2026-02-16 10:30:00.005","Information","Sequence 52 queued"
"2026-02-16 10:29:19.896","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:24:45.358","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:22:17.236","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:20:16.908","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:18:23.927","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:10:35.140","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:10:30.100","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:06:18.241","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 10:05:56.959","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 10:00:52.041","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 09:34:22.769","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 09:10:07.404","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 08:57:59.897","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 08:51:50.157","Kritiskt","Error report from user has been received"
"2026-02-16 08:51:50.157","Kritiskt","Unhandled error feedback from user"
"2026-02-16 08:37:40.292","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 08:30:03.193","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 08:30:03.193","Information","Change to manual operation mode"
"2026-02-16 08:09:18.947","Information","Sequence 21 emptied 1 valves in 3 minutes"
"2026-02-16 08:01:02.019","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 08:01:01.949","Information","Sequence 21 start"
"2026-02-16 08:01:01.949","Information","Sequence 21 queued"
"2026-02-16 07:54:20.222","Information","Remote connection 0 (0=off, 1=on)"
"2026-02-16 07:53:14.772","Information","Remote connection 1 (0=off, 1=on)"
"2026-02-16 07:40:38.215","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 07:26:41.507","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 07:22:51.979","Information","Sequence 31 emptied 1 valves in 2 minutes"
"2026-02-16 07:16:22.362","Information","Sequence 21 queued"
"2026-02-16 07:15:42.741","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 07:15:42.741","Information","Sequence 31 start"
"2026-02-16 07:15:42.671","Information","Sequence 31 queued"
"2026-02-16 07:07:58.362","Information","Sequence 22 emptied 1 valves in 1 minutes"
"2026-02-16 07:01:00.112","Information","Sequence 22 start"
"2026-02-16 07:01:00.112","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 07:01:00.043","Information","Sequence 22 queued"
"2026-02-16 06:53:14.126","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 06:34:04.800","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 06:04:06.576","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-16 03:42:05.370","Information","Sequence 42 emptied 7 valves in 6 minutes"
"2026-02-16 03:30:00.102","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 03:30:00.032","Information","Sequence 42 start"
"2026-02-16 03:30:00.032","Information","Sequence 42 queued"
"2026-02-16 02:56:54.770","Information","Sequence 41 emptied 19 valves in 21 minutes"
"2026-02-16 02:30:00.086","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 02:30:00.015","Information","Sequence 41 queued"
"2026-02-16 02:30:00.015","Information","Sequence 41 start"
"2026-02-16 01:01:30.911","Information","Sequence 3 emptied 48 valves in 21 minutes"
"2026-02-16 00:58:29.332","Generellt","DV 8:5 failed to open"
"2026-02-16 00:43:58.045","Generellt","Level error on DV 28:13"
"2026-02-16 00:35:00.096","Information","Compressor is building pressure and this can take a few minutes"
"2026-02-16 00:35:00.026","Information","Sequence 3 queued"
"2026-02-16 00:35:00.026","Information","Sequence 3 start"
"2026-02-16 00:13:34.902","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 20:11:32.058","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 19:49:35.573","Information","Sequence 21 emptied 2 valves in 2 minutes"
"2026-02-15 19:49:14.084","Generellt","Inlet open timeout on DV 24:11:1"
"2026-02-15 19:41:32.155","Information","Compressor is building pressure and this can take a few minutes"
